normalized_title	count	classification	recording_ids	titles	song_ids	group_ids	performer_ids	source_ids
bajo el cielo de jalisco	2	possible_true_duplicate_same_entity	REC000474|REC000475	Bajo El Cielo De Jalisco|Bajo El Cielo De Jalisco	SONG000362|SONG000362	GRP0157|GRP0157	|	SRC0001|SRC0001
blanca	2	likely_legitimate_same_title_different_artist	REC000525|REC000526	Blanca|Blanca	SONG000396|SONG000396	|	|PER000148	SRC0001|SRC0001
cafe colon	2	likely_legitimate_same_title_different_artist	REC000562|REC000563	Cafe Colon|Cafe Colon	SONG000432|SONG000432	GRP0151|GRP0152	|	SRC0001|SRC0001
camino de guanajuato	2	likely_legitimate_same_title_different_artist	REC000595|REC000596	Camino De Guanajuato|Camino De Guanajuato	SONG000461|SONG000461	|	PER000225|PER000162	SRC0001|SRC0001
camioncito flecha roja	2	possible_true_duplicate_same_entity	REC000602|REC000603	Camioncito Flecha Roja|Camioncito Flecha Roja	SONG000467|SONG000467	|	|	SRC0001|SRC0001
cancion de un preso	2	possible_true_duplicate_same_entity	REC000614|REC000615	Cancion De Un Preso|Cancion De Un Preso	SONG000477|SONG000477	|	PER000107|PER000107	SRC0001|SRC0001
cancion del alma	2	likely_legitimate_same_title_different_artist	REC000616|REC000617	Cancion Del Alma|Cancion Del Alma	SONG000478|SONG000478	|	PER000172|PER000127	SRC0001|SRC0001
cantinero	2	possible_true_duplicate_same_entity	REC000647|REC000648	Cantinero|Cantinero	SONG000493|SONG000493	|	|	SRC0001|SRC0001
caricia y herida	2	likely_legitimate_same_title_different_artist	REC000660|REC000661	Caricia Y Herida|Caricia Y Herida	SONG000505|SONG000505	|	PER000177|PER000127	SRC0001|SRC0001
carino	2	likely_legitimate_same_title_different_artist	REC000664|REC000665	Cariño|Cariño	SONG000508|SONG000508	|GRP0126	PER000225|	SRC0001|SRC0001
carino verdad	2	possible_true_duplicate_same_entity	REC000677|REC000678	Cariño Verdad|Cariño Verdad	SONG000514|SONG000514	|	PER000127|PER000127	SRC0001|SRC0001
carinosa	2	possible_true_duplicate_same_entity	REC000679|REC000680	Cariñosa|Cariñosa	SONG000515|SONG000515	|	PER000250|PER000250	SRC0001|SRC0001
carmen	2	likely_legitimate_same_title_different_artist	REC000684|REC000685	Carmen|Carmen	SONG000519|SONG000519	GRP0166|	|PER000225	SRC0001|SRC0001
carta urgente	2	possible_true_duplicate_same_entity	REC000699|REC000700	Carta Urgente|Carta Urgente	SONG000528|SONG000528	|	PER000107|PER000107	SRC0001|SRC0001
carta y contestacion de eufemia	2	likely_legitimate_same_title_different_artist	REC000701|REC000702	Carta Y Contestacion De Eufemia|Carta Y Contestacion De Eufemia	SONG000529|SONG000529	|	|PER000031	SRC0001|SRC0001
cartucho quemado	2	possible_true_duplicate_same_entity	REC000709|REC000710	Cartucho Quemado|Cartucho Quemado	SONG000533|SONG000533	GRP0081|GRP0081	|	SRC0001|SRC0001
casualidad	2	likely_legitimate_same_title_different_artist	REC000714|REC000715	Casualidad|Casualidad	SONG000537|SONG000537	|GRP0190	PER000016|	SRC0001|SRC0001
cerezo rosa	2	likely_legitimate_same_title_different_artist	REC000725|REC000726	Cerezo Rosa|Cerezo Rosa	SONG000547|SONG000547	GRP0126|	|PER000041	SRC0001|SRC0001
cerro la silla	2	likely_legitimate_same_title_different_artist	REC000728|REC000729	Cerro La Silla|Cerro La Silla	SONG000549|SONG000549	GRP0081|GRP0024	|	SRC0001|SRC0001
chapultepec	2	likely_legitimate_same_title_different_artist	REC000741|REC000742	Chapultepec|Chapultepec	SONG000561|SONG000561	|	|PER000258	SRC0001|SRC0001
cielito lindo huasteco	2	possible_true_duplicate_same_entity	REC000761|REC000762	Cielito Lindo Huasteco|Cielito Lindo Huasteco	SONG000576|SONG000576	GRP0192|GRP0192	|	SRC0001|SRC0001
cielo azul cielo nublado	2	same_entity_different_song_links	REC000764|REC000765	Cielo Azul Cielo Nublado|Cielo Azul, Cielo Nublado	SONG000578|SONG000579	GRP0081|GRP0081	|	SRC0001|SRC0001
comodin	2	possible_true_duplicate_same_entity	REC000814|REC000815	Comodin|Comodin	SONG000618|SONG000618	|	PER000094|PER000094	SRC0001|SRC0001
con fecha de manana	2	possible_true_duplicate_same_entity	REC000829|REC000830	Con Fecha De Mañana|Con Fecha De Mañana	SONG000630|SONG000630	|	PER000107|PER000107	SRC0001|SRC0001
con la misma moneda	2	likely_legitimate_same_title_different_artist	REC000832|REC000833	Con La Misma Moneda|Con La Misma Moneda	SONG000632|SONG000632	|	PER000139|PER000052	SRC0001|SRC0001
con quien palabras	2	likely_legitimate_same_title_different_artist	REC000841|REC000842	Con Quien Palabras|Con Quien Palabras?	SONG000640|SONG000641	|	PER000052|PER000225	SRC0001|SRC0001
con un polvo y otro polvo	2	possible_true_duplicate_same_entity	REC000845|REC000846	Con Un Polvo Y Otro Polvo|Con Un Polvo Y Otro Polvo	SONG000644|SONG000644	|	PER000225|PER000225	SRC0001|SRC0001
confesion	2	likely_legitimate_same_title_different_artist	REC000849|REC000850	Confesion|Confesion	SONG000647|SONG000647	|	PER000094|PER000250	SRC0001|SRC0001
confidencia de amor	2	likely_legitimate_same_title_different_artist	REC000851|REC000852	Confidencia De Amor|Confidencia De Amor	SONG000648|SONG000648	GRP0186|	|PER000107	SRC0001|SRC0001
contando billetes	2	possible_true_duplicate_same_entity	REC000873|REC000874	Contando Billetes|Contando Billetes	SONG000665|SONG000665	GRP0072|GRP0072	|	SRC0001|SRC0001
copa tras copa	2	possible_true_duplicate_same_entity	REC000883|REC000884	Copa Tras Copa|Copa Tras Copa	SONG000674|SONG000674	|	PER000225|PER000225	SRC0001|SRC0001
coplas guajiras	2	possible_true_duplicate_same_entity	REC000890|REC000891	Coplas Guajiras|Coplas Guajiras	SONG000680|SONG000680	|	PER000009|PER000009	SRC0001|SRC0001
corazon corazon	2	same_entity_different_song_links	REC000909|REC000914	Corazon, Corazon|Corazón Corazón	SONG000695|SONG000700	|	PER000225|PER000225	SRC0001|SRC0001
corrido a durango	2	possible_true_duplicate_same_entity	REC000917|REC000918	Corrido A Durango|Corrido A Durango	SONG000703|SONG000703	|	PER000107|PER000107	SRC0001|SRC0001
corrido de chihuahua	2	likely_legitimate_same_title_different_artist	REC000934|REC000935	Corrido De Chihuahua|Corrido De Chihuahua	SONG000716|SONG000716	|	PER000107|PER000052	SRC0001|SRC0001
corrido de durango	2	likely_legitimate_same_title_different_artist	REC000939|REC000940	Corrido De Durango|Corrido De Durango	SONG000720|SONG000720	|GRP0066	PER000107|	SRC0001|SRC0001
corrido de lopez mateos soy puro mexicano	2	possible_true_duplicate_same_entity	REC000945|REC000946	Corrido de Lopez Mateos Soy Puro Mexicano|Corrido de Lopez Mateos Soy Puro Mexicano	SONG000725|SONG000725	|	|	SRC0001|SRC0001
corrido de monterrey	2	likely_legitimate_same_title_different_artist	REC000951|REC000952	Corrido De Monterrey|Corrido De Monterrey	SONG000730|SONG000730	|	PER000176|PER000107	SRC0001|SRC0001
corrido de roberto herrera leon	2	possible_true_duplicate_same_entity	REC000960|REC000961	Corrido de Roberto Herrera Leon|Corrido de Roberto Herrera Leon	SONG000738|SONG000738	|	PER000237|PER000237	SRC0001|SRC0001
corrido de simon blanco	2	likely_legitimate_same_title_different_artist	REC000962|REC000963	Corrido De Simon Blanco|Corrido De Simon Blanco	SONG000739|SONG000739	|	PER000127|PER000052	SRC0001|SRC0001
corrido del agrarista	2	possible_true_duplicate_same_entity	REC000967|REC000968	Corrido Del Agrarista|Corrido Del Agrarista	SONG000743|SONG000743	|	PER000107|PER000107	SRC0001|SRC0001
corriente y canelo	2	possible_true_duplicate_same_entity	REC000980|REC000981	Corriente Y Canelo|Corriente Y Canelo	SONG000753|SONG000753	|	PER000146|PER000146	SRC0001|SRC0001
creo	2	possible_true_duplicate_same_entity	REC000988|REC000989	Creo|Creo	SONG000760|SONG000760	|	PER000177|PER000177	SRC0001|SRC0001
cuando me pierdas	2	likely_legitimate_same_title_different_artist	REC001019|REC001020	Cuando Me Pierdas|Cuando Me Pierdas	SONG000781|SONG000781	|GRP0094	PER000127|	SRC0001|SRC0001
cuando me vaya de aqui	2	likely_legitimate_same_title_different_artist	REC001021|REC001022	Cuando Me Vaya De Aquí|Cuando Me Vaya De Aquí	SONG000782|SONG000782	GRP0082|	|PER000070	SRC0001|SRC0001
cuanto amor	2	possible_true_duplicate_same_entity	REC001060|REC001061	Cuanto Amor|Cuanto Amor	SONG000809|SONG000809	|	PER000225|PER000225	SRC0001|SRC0001
culpable	2	likely_legitimate_same_title_different_artist	REC001085|REC001086	Culpable|Culpable	SONG000821|SONG000821	|	PER000244|PER000108	SRC0001|SRC0001
cumbia arabe	2	likely_legitimate_same_title_different_artist	REC001087|REC005636	Cumbia Arabe|Cumbia Árabe	SONG000822|SONG000822	GRP0159|	|	SRC0001|SRC0002
cumbia sampuesana	2	likely_legitimate_same_title_different_artist	REC001094|REC005649	Cumbia Sampuesana|Cumbia Sampuesana	SONG000829|SONG000829	GRP0161|GRP0274	|	SRC0001|SRC0002
de buena gana	2	possible_true_duplicate_same_entity	REC001113|REC001114	De Buena Gana|De Buena Gana	SONG000846|SONG000846	|	PER000149|PER000149	SRC0001|SRC0001
de cigarro en cigarro	2	possible_true_duplicate_same_entity	REC001116|REC001117	De Cigarro En Cigarro|De Cigarro En Cigarro	SONG000848|SONG000848	|	PER000127|PER000127	SRC0001|SRC0001
de mano en mano	2	possible_true_duplicate_same_entity	REC001127|REC001128	De Mano En Mano|De Mano En Mano	SONG000856|SONG000856	|	PER000149|PER000149	SRC0001|SRC0001
de que vale llorar	2	possible_true_duplicate_same_entity	REC001133|REC001134	De Que Vale Llorar|De Que Vale Llorar	SONG000861|SONG000861	|	PER000052|PER000052	SRC0001|SRC0001
de quien estas enamorada	2	possible_true_duplicate_same_entity	REC001135|REC001136	De Quien Estas Enamorada|De Quien Estas Enamorada	SONG000862|SONG000862	|	PER000127|PER000127	SRC0001|SRC0001
declaracion	2	likely_legitimate_same_title_different_artist	REC001146|REC001147	Declaracion|Declaracion	SONG000870|SONG000870	|GRP0185	PER000094|	SRC0001|SRC0001
declarate inocente	2	possible_true_duplicate_same_entity	REC001148|REC001149	Declarate Inocente|Declarate Inocente	SONG000871|SONG000871	|	PER000149|PER000149	SRC0001|SRC0001
definitivamente	2	likely_legitimate_same_title_different_artist	REC001150|REC001151	Definitivamente|Definitivamente	SONG000872|SONG000872	|	PER000249|PER000082	SRC0001|SRC0001
deja de llorar	2	possible_true_duplicate_same_entity	REC001152|REC001153	Deja De Llorar|Deja De Llorar	SONG000873|SONG000873	GRP0072|GRP0072	|	SRC0001|SRC0001
dejame quererte	2	likely_legitimate_same_title_different_artist	REC001158|REC001159	Dejame Quererte|Dejame Quererte	SONG000878|SONG000878	|GRP0127	PER000132|	SRC0001|SRC0001
del cielo cayo una rosa	2	possible_true_duplicate_same_entity	REC001162|REC001163	Del Cielo Cayo Una Rosa|Del Cielo Cayo Una Rosa	SONG000881|SONG000881	|	PER000149|PER000149	SRC0001|SRC0001
delirio	2	likely_legitimate_same_title_different_artist	REC001167|REC001168	Delirio|Delirio	SONG000885|SONG000885	|	PER000176|PER000238	SRC0001|SRC0001
despreciame si quieres	2	possible_true_duplicate_same_entity	REC001194|REC001195	Despreciame Si Quieres|Despreciame Si Quieres	SONG000909|SONG000909	|	PER000094|PER000094	SRC0001|SRC0001
desprecio	2	likely_legitimate_same_title_different_artist	REC001196|REC001197	Desprecio|Desprecio	SONG000910|SONG000910	|	|PER000132	SRC0001|SRC0001
devuelveme el corazon	2	likely_legitimate_same_title_different_artist	REC001213|REC001214	Devuelveme El Corazon|Devuelveme El Corazon	SONG000923|SONG000923	|	PER000020|PER000107	SRC0001|SRC0001
di que no	2	possible_true_duplicate_same_entity	REC001218|REC001219	Di Que No|Di Que No	SONG000927|SONG000927	|	PER000225|PER000225	SRC0001|SRC0001
dicen de ti	2	possible_true_duplicate_same_entity	REC001223|REC001224	Dicen De Ti|Dicen De Ti	SONG000931|SONG000931	|	PER000149|PER000149	SRC0001|SRC0001
dicen que soy mujeriego	2	possible_true_duplicate_same_entity	REC001225|REC001226	Dicen Que Soy Mujeriego|Dicen Que Soy Mujeriego	SONG000932|SONG000932	|	PER000225|PER000225	SRC0001|SRC0001
dime la verdad	2	possible_true_duplicate_same_entity	REC001235|REC001236	Dime La Verdad|Dime La Verdad	SONG000941|SONG000941	GRP0188|GRP0188	|	SRC0001|SRC0001
donde estas juventud	2	likely_legitimate_same_title_different_artist	REC001267|REC001268	Donde Estas Juventud|Donde Estas Juventud	SONG000969|SONG000969	|	|PER000149	SRC0001|SRC0001
dos caras	2	likely_legitimate_same_title_different_artist	REC001281|REC001282	Dos Caras|Dos Caras	SONG000979|SONG000979	GRP0069|	|PER000127	SRC0001|SRC0001
dos corazones	2	likely_legitimate_same_title_different_artist	REC001283|REC001284	Dos Corazones|Dos Corazones	SONG000980|SONG000980	|	|PER000107	SRC0001|SRC0001
dos luceros	2	likely_legitimate_same_title_different_artist	REC001292|REC001293	Dos Luceros|Dos Luceros	SONG000988|SONG000988	|	PER000138|PER000052	SRC0001|SRC0001
dos palomas al volar	2	possible_true_duplicate_same_entity	REC001297|REC001298	Dos Palomas Al Volar|Dos Palomas Al Volar	SONG000992|SONG000992	|	|	SRC0001|SRC0001
doscientas horas de vuelo	2	possible_true_duplicate_same_entity	REC001301|REC001302	Doscientas Horas De Vuelo|Doscientas Horas De Vuelo	SONG000995|SONG000995	|	PER000225|PER000225	SRC0001|SRC0001
durango durango	2	likely_legitimate_same_title_different_artist	REC001311|REC001312	Durango, Durango|Durango, Durango	SONG001004|SONG001004	|GRP0107	PER000107|	SRC0001|SRC0001
el apagon	2	possible_true_duplicate_same_entity	REC001363|REC001364	El Apagon|El Apagon	SONG001037|SONG001037	|	PER000262|PER000262	SRC0001|SRC0001
el arreo	2	likely_legitimate_same_title_different_artist	REC001366|REC001367	El Arreo|El Arreo	SONG001039|SONG001039	|	PER000269|PER000103	SRC0001|SRC0001
el barzon	2	likely_legitimate_same_title_different_artist	REC001382|REC001383	El Barzón|El Barzón	SONG001053|SONG001053	|	PER000132|PER000160	SRC0001|SRC0001
el becerro	2	likely_legitimate_same_title_different_artist	REC001384|REC001385	El Becerro|El Becerro	SONG001054|SONG001054	GRP0169|	|PER000149	SRC0001|SRC0001
el bejuquito	2	likely_legitimate_same_title_different_artist	REC001386|REC001387	El Bejuquito|El Bejuquito	SONG001055|SONG001055	|GRP0172	PER000100|	SRC0001|SRC0001
el borracho	2	likely_legitimate_same_title_different_artist	REC001395|REC001396	El Borracho|El Borracho	SONG001063|SONG001063	GRP0169|GRP0086	|	SRC0001|SRC0001
el boxeador	2	possible_true_duplicate_same_entity	REC001399|REC001400	El Boxeador|El Boxeador	SONG001066|SONG001066	GRP0081|GRP0081	|	SRC0001|SRC0001
el caiman	2	likely_legitimate_same_title_different_artist	REC001431|REC001432	El Caimán|El Caimán	SONG001085|SONG001085	GRP0135|GRP0136	|	SRC0001|SRC0001
el callao	2	likely_legitimate_same_title_different_artist	REC001433|REC001434	El Callao|El Callao	SONG001086|SONG001086	GRP0150|GRP0148	|	SRC0001|SRC0001
el campaneo	2	possible_true_duplicate_same_entity	REC001437|REC001438	El Campaneo|El Campaneo	SONG001089|SONG001089	GRP0073|GRP0073	|	SRC0001|SRC0001
el canelo	2	likely_legitimate_same_title_different_artist	REC001441|REC001442	El Canelo|El Canelo	SONG001092|SONG001092	|GRP0033	PER000102|	SRC0001|SRC0001
el cantador	2	likely_legitimate_same_title_different_artist	REC001443|REC001444	El Cantador|El Cantador	SONG001093|SONG001093	|	PER000149|PER000107	SRC0001|SRC0001
el carro del sol	2	likely_legitimate_same_title_different_artist	REC001456|REC001457	El Carro Del Sol|El Carro Del Sol	SONG001100|SONG001100	|	|PER000160	SRC0001|SRC0001
el cataza	2	likely_legitimate_same_title_different_artist	REC001463|REC001464	El Cataza|El Cataza	SONG001104|SONG001104	|GRP0030	PER000102|	SRC0001|SRC0001
el circo	2	possible_true_duplicate_same_entity	REC001481|REC001482	El Circo|El Circo	SONG001121|SONG001121	GRP0081|GRP0081	|	SRC0001|SRC0001
el conejo	2	likely_legitimate_same_title_different_artist	REC001498|REC001499	El Conejo|El Conejo	SONG001134|SONG001134	|	PER000102|PER000110	SRC0001|SRC0001
el corazon engana	2	likely_legitimate_same_title_different_artist	REC001502|REC001503	El Corazon Engaña|El Corazon Engaña	SONG001137|SONG001137	|	PER000181|PER000107	SRC0001|SRC0001
el corrido de nayarit	2	possible_true_duplicate_same_entity	REC001509|REC001510	El Corrido De Nayarit|El Corrido De Nayarit	SONG001143|SONG001143	|	|	SRC0001|SRC0001
el costeno	2	likely_legitimate_same_title_different_artist	REC001517|REC001518	El Costeño|El Costeño	SONG001150|SONG001150	GRP0015|GRP0012	|	SRC0001|SRC0001
el coyote	2	possible_true_duplicate_same_entity	REC001520|REC001521	El Coyote|El Coyote	SONG001152|SONG001152	|	PER000149|PER000149	SRC0001|SRC0001
el diablo	2	likely_legitimate_same_title_different_artist	REC001558|REC001559	El Diablo|El Diablo	SONG001174|SONG001174	GRP0186|GRP0126	|	SRC0001|SRC0001
el dos negro	2	likely_legitimate_same_title_different_artist	REC001568|REC001569	El Dos Negro|El Dos Negro	SONG001183|SONG001183	GRP0166|GRP0167	|	SRC0001|SRC0001
el falsete de mi tierra	2	likely_legitimate_same_title_different_artist	REC001579|REC001580	El Falsete De Mi Tierra|El Falsete De Mi Tierra	SONG001191|SONG001191	GRP0137|GRP0192	|	SRC0001|SRC0001
el fuereno	2	likely_legitimate_same_title_different_artist	REC001589|REC001590	El Fuereño|El Fuereño	SONG001198|SONG001198	GRP0102|GRP0172	|	SRC0001|SRC0001
el gallo	2	likely_legitimate_same_title_different_artist	REC001592|REC001593	El Gallo|El Gallo	SONG001200|SONG001200	|	PER000266|PER000268	SRC0001|SRC0001
el gorgorello	2	possible_true_duplicate_same_entity	REC001610|REC001611	El Gorgorello|El Gorgorello	SONG001213|SONG001213	|	PER000225|PER000225	SRC0001|SRC0001
el gorra prieta	2	possible_true_duplicate_same_entity	REC001612|REC001613	El Gorra Prieta|El Gorra Prieta	SONG001214|SONG001214	|	PER000149|PER000149	SRC0001|SRC0001
el gusto	2	likely_legitimate_same_title_different_artist	REC001624|REC001625	El Gusto|El Gusto	SONG001225|SONG001225	GRP0137|GRP0136	|	SRC0001|SRC0001
el hidalguense	2	possible_true_duplicate_same_entity	REC001631|REC001632	El Hidalguense|El Hidalguense	SONG001229|SONG001229	GRP0115|GRP0115	|	SRC0001|SRC0001
el jabali	2	possible_true_duplicate_same_entity	REC001655|REC001656	El Jabalí|El Jabalí	SONG001246|SONG001246	GRP0169|GRP0169	|	SRC0001|SRC0001
el jacal	2	possible_true_duplicate_same_entity	REC001657|REC001658	El Jacal|El Jacal	SONG001247|SONG001247	|	PER000029|PER000029	SRC0001|SRC0001
el jarrito	2	likely_legitimate_same_title_different_artist	REC001667|REC001668	El Jarrito|El Jarrito	SONG001254|SONG001254	GRP0155|	|PER000052	SRC0001|SRC0001
el lechero	2	likely_legitimate_same_title_different_artist	REC001679|REC001680	El Lechero|El Lechero	SONG001263|SONG001263	GRP0044|	|PER000107	SRC0001|SRC0001
el lilongo	2	likely_legitimate_same_title_different_artist	REC001683|REC001684	El Lilongo|El Lilongo	SONG001266|SONG001266	|	PER000102|PER000110	SRC0001|SRC0001
el mata cuervos	2	possible_true_duplicate_same_entity	REC001705|REC001706	El Mata Cuervos|El Mata Cuervos	SONG001283|SONG001283	|	PER000149|PER000149	SRC0001|SRC0001
el mil amores	2	possible_true_duplicate_same_entity	REC001709|REC001710	El Mil Amores|El Mil Amores	SONG001286|SONG001286	|	PER000225|PER000225	SRC0001|SRC0001
el mocho lencho	2	likely_legitimate_same_title_different_artist	REC001713|REC001714	El Mocho Lencho|El Mocho Lencho	SONG001289|SONG001289	GRP0157|GRP0081	|	SRC0001|SRC0001
el muchacho alegre	2	possible_true_duplicate_same_entity	REC001724|REC001725	El Muchacho Alegre|El Muchacho Alegre	SONG001297|SONG001297	|	PER000225|PER000225	SRC0001|SRC0001
el muneco de cuerda	2	possible_true_duplicate_same_entity	REC001733|REC001734	El Muñeco De Cuerda|El Muñeco De Cuerda	SONG001302|SONG001302	|	PER000225|PER000225	SRC0001|SRC0001
el novillo despuntado	2	likely_legitimate_same_title_different_artist	REC001736|REC001737	El Novillo Despuntado|El Novillo Despuntado	SONG001304|SONG001304	|	PER000176|	SRC0001|SRC0001
el pajaro carpintero	2	likely_legitimate_same_title_different_artist	REC001748|REC001749	El Pajaro Carpintero|El Pajaro Carpintero	SONG001315|SONG001315	GRP0033|GRP0029	|	SRC0001|SRC0001
el panadero	2	possible_true_duplicate_same_entity	REC001757|REC001758	El Panadero|El Panadero	SONG001320|SONG001320	|	PER000273|PER000273	SRC0001|SRC0001
el panza larga	2	likely_legitimate_same_title_different_artist	REC001759|REC001760	El Panza Larga|El Panza Larga	SONG001321|SONG001321	GRP0078|GRP0079	|	SRC0001|SRC0001
el parrandero	2	likely_legitimate_same_title_different_artist	REC001763|REC005850	El Parrandero|El Parrandero	SONG001324|SONG001324	|	PER000127|PER000333	SRC0001|SRC0003
el pasajero	2	likely_legitimate_same_title_different_artist	REC001766|REC001767	El Pasajero|El Pasajero	SONG001327|SONG001327	GRP0086|	|PER000149	SRC0001|SRC0001
el perdiguero	2	likely_legitimate_same_title_different_artist	REC001776|REC001777	El Perdiguero|El Perdiguero	SONG001336|SONG001336	GRP0137|GRP0136	|	SRC0001|SRC0001
el piojo y la pulga	2	possible_true_duplicate_same_entity	REC001782|REC001783	El Piojo Y La Pulga|El Piojo Y La Pulga	SONG001341|SONG001341	|	PER000225|PER000225	SRC0001|SRC0001
el preso numero nueve	2	possible_true_duplicate_same_entity	REC001792|REC001793	El Preso Numero Nueve|El Preso Numero Nueve	SONG001348|SONG001348	|	PER000117|PER000117	SRC0001|SRC0001
el pavido navido	2	likely_legitimate_same_title_different_artist	REC001800|REC001801	El Pávido Návido|El Pávido Návido	SONG001353|SONG001353	GRP0118|GRP0014	|	SRC0001|SRC0001
el quelite	2	likely_legitimate_same_title_different_artist	REC001802|REC001803	El Quelite|El Quelite	SONG001354|SONG001354	|GRP0012	|	SRC0001|SRC0001
el rascapetate	2	likely_legitimate_same_title_different_artist	REC001818|REC001819	El Rascapetate|El Rascapetate	SONG001362|SONG001362	|GRP0167	PER000197|	SRC0001|SRC0001
el reacatan	2	likely_legitimate_same_title_different_artist	REC001821|REC001822	El Reacatan|El Reacatan	SONG001364|SONG001364	|GRP0146	|	SRC0001|SRC0001
el rebozo	2	likely_legitimate_same_title_different_artist	REC001826|REC001827	El Rebozo|El Rebozo	SONG001366|SONG001366	|	PER000225|PER000127	SRC0001|SRC0001
el riflero	2	likely_legitimate_same_title_different_artist	REC001840|REC001841	El Riflero|El Riflero	SONG001377|SONG001377	GRP0169|	|PER000149	SRC0001|SRC0001
el rostro mio	2	likely_legitimate_same_title_different_artist	REC001844|REC001845	El Rostro Mío|El Rostro Mío	SONG001380|SONG001380	|	PER000019|PER000127	SRC0001|SRC0001
el sauce y la palma	2	likely_legitimate_same_title_different_artist	REC001850|REC001851	El Sauce Y La Palma|El Sauce Y La Palma	SONG001385|SONG001385	|	PER000138|PER000160	SRC0001|SRC0001
el sinverguenza	2	likely_legitimate_same_title_different_artist	REC001858|REC001859	El Sinverguenza|El Sinverguenza	SONG001389|SONG001389	GRP0116|	|PER000067	SRC0001|SRC0001
el soldado de levita	2	likely_legitimate_same_title_different_artist	REC001865|REC001866	El Soldado De Levita|El Soldado De Levita	SONG001393|SONG001393	GRP0190|GRP0184	|	SRC0001|SRC0001
el taconcito	2	likely_legitimate_same_title_different_artist	REC001879|REC001880	El Taconcito|El Taconcito	SONG001404|SONG001404	|GRP0172	PER000100|	SRC0001|SRC0001
el tejano enamorado	2	possible_true_duplicate_same_entity	REC001885|REC001886	El Tejano Enamorado|El Tejano Enamorado	SONG001409|SONG001409	|	PER000174|PER000174	SRC0001|SRC0001
el tejocote verde	2	possible_true_duplicate_same_entity	REC001887|REC001888	El Tejocote Verde|El Tejocote Verde	SONG001410|SONG001410	|	PER000149|PER000149	SRC0001|SRC0001
el tilingo lingo	2	likely_legitimate_same_title_different_artist	REC001893|REC001894	El Tilingo-Lingo|El Tilingo-Lingo	SONG001415|SONG001415	GRP0030|GRP0029	|	SRC0001|SRC0001
el torito jarocho	2	likely_legitimate_same_title_different_artist	REC001899|REC001900	El Torito Jarocho|El Torito Jarocho	SONG001420|SONG001420	|GRP0033	PER000102|	SRC0001|SRC0001
el toro huasteco	2	likely_legitimate_same_title_different_artist	REC001904|REC001905	El Toro Huasteco|El Toro Huasteco	SONG001424|SONG001424	GRP0137|GRP0136	|	SRC0001|SRC0001
el toro y la luna	2	likely_legitimate_same_title_different_artist	REC001909|REC001910	El Toro Y La Luna|El Toro Y La Luna	SONG001428|SONG001428	|	PER000149|PER000174	SRC0001|SRC0001
el tren	2	likely_legitimate_same_title_different_artist	REC001913|REC001914	El Tren|El Tren	SONG001431|SONG001431	GRP0086|	|PER000031	SRC0001|SRC0001
el trovador norteno	2	possible_true_duplicate_same_entity	REC001919|REC001920	El Trovador Norteño|El Trovador Norteño	SONG001436|SONG001436	|	PER000174|PER000174	SRC0001|SRC0001
el ultimo albur	2	possible_true_duplicate_same_entity	REC001923|REC001924	El Ultimo Albur|El Ultimo Albur	SONG001439|SONG001439	|	PER000149|PER000149	SRC0001|SRC0001
el ultimo aviso	2	possible_true_duplicate_same_entity	REC001925|REC001926	El Ultimo Aviso|El Ultimo Aviso	SONG001440|SONG001440	|	PER000225|PER000225	SRC0001|SRC0001
el volador	2	possible_true_duplicate_same_entity	REC001939|REC001940	El Volador|El Volador	SONG001451|SONG001451	|	PER000225|PER000225	SRC0001|SRC0001
en mi mesa favorita	2	possible_true_duplicate_same_entity	REC001982|REC001983	En Mi Mesa Favorita|En Mi Mesa Favorita	SONG001482|SONG001482	|	PER000250|PER000250	SRC0001|SRC0001
en que quedamos por fin	2	likely_legitimate_same_title_different_artist	REC001987|REC001988	En Que Quedamos Por Fin|En Que Quedamos Por Fin	SONG001486|SONG001486	|GRP0126	|	SRC0001|SRC0001
enamorado perdido	2	possible_true_duplicate_same_entity	REC002001|REC002002	Enamorado Perdido|Enamorado Perdido	SONG001496|SONG001496	|	PER000127|PER000127	SRC0001|SRC0001
es amor	2	likely_legitimate_same_title_different_artist	REC002027|REC002028	Es Amor|Es Amor	SONG001516|SONG001516	|GRP0106	PER000075|	SRC0001|SRC0001
es puro cuento	2	possible_true_duplicate_same_entity	REC002037|REC002038	Es Puro Cuento|Es Puro Cuento	SONG001525|SONG001525	GRP0078|GRP0078	|	SRC0001|SRC0001
esa es la puerta	2	possible_true_duplicate_same_entity	REC002040|REC002041	Esa Es La Puerta|Esa Es La Puerta	SONG001527|SONG001527	GRP0081|GRP0081	|	SRC0001|SRC0001
escandolo	2	possible_true_duplicate_same_entity	REC002044|REC002045	Escandolo|Escandolo	SONG001530|SONG001530	|	PER000127|PER000127	SRC0001|SRC0001
espada de oro	2	likely_legitimate_same_title_different_artist	REC002055|REC002056	Espada De Oro|Espada De Oro	SONG001540|SONG001540	GRP0151|GRP0152	|	SRC0001|SRC0001
espana mi bella espana	2	likely_legitimate_same_title_different_artist	REC002058|REC002059	España, Mi Bella Espana|España, Mi Bella España	SONG001542|SONG001543	GRP0162|GRP0157	|	SRC0001|SRC0001
espejismo de un bracero	2	possible_true_duplicate_same_entity	REC002062|REC002063	Espejismo De Un Bracero|Espejismo De Un Bracero	SONG001546|SONG001546	|	PER000146|PER000146	SRC0001|SRC0001
